Date,Time,Crop Name,Temperature,Humidity,Soil Moisture,Light Intensity,Temperature_LIH,Humidity_LIH,Soil_Moisture_LIH,Light_Intensity_LIH,Advice
21/5/24,2:24:46,Jute,36.4,51.82,64.01,26930.55,Ideal,Low,High,Low,Consider installing a misting system or using organic mulch to raise humidity levels. Adjust light exposure if possible or use supplementary lighting.
15/11/23,5:28:46,Sugarcane,28.54,68.56,64.86,26571.62,Ideal,Ideal,Ideal,Ideal,Conditions are within the ideal range.
21/2/24,1:01:43,Jute,40.34,77.3,38.46,28933.64,High,Ideal,Low,Low,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Increase irrigation frequency or use soil moisture-retention techniques. Adjust light exposure if possible or use supplementary lighting.
7/2/24,15:53:51,Rice,31.84,93.25,54.29,21600.54,Ideal,High,Low,High,Increase irrigation frequency or use soil moisture-retention techniques.
6/6/24,19:09:57,Rice,34.56,98.19,61.58,20237.84,Ideal,High,Ideal,High,Conditions are within the ideal range.
17/7/24,6:26:38,Wheat,10.55,62.58,21.2,15898.38,Low,High,Ideal,Ideal,Conditions are within the ideal range.
28/7/24,1:42:13,Potato,16.3,80.17,72.88,16606.4,Low,Ideal,Ideal,High,Conditions are within the ideal range.
17/10/23,2:04:48,Jute,21.08,72.3,39.7,50997.82,Low,Ideal,Low,High,Increase irrigation frequency or use soil moisture-retention techniques.
12/5/24,19:16:39,Wheat,27.63,66.83,40.97,13352.06,High,High,High,Low,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Adjust light exposure if possible or use supplementary lighting.
8/7/24,21:42:08,Jute,21.63,53.28,32.47,50963.16,Low,Low,Low,High,Consider installing a misting system or using organic mulch to raise humidity levels. Increase irrigation frequency or use soil moisture-retention techniques.
30/4/24,22:59:36,Rice,30.45,86.23,62.55,21470.32,Ideal,Ideal,Ideal,High,Conditions are within the ideal range.
21/11/23,20:34:19,Jute,37.78,82.24,47.88,27721.48,Ideal,High,Ideal,Low,Adjust light exposure if possible or use supplementary lighting.
20/4/24,22:30:58,Rice,22.76,80.76,83.4,20130.72,Low,Ideal,High,High,Conditions are within the ideal range.
16/6/24,5:35:05,Rice,28.43,95.92,81.49,11579.28,Ideal,High,High,Ideal,Conditions are within the ideal range.
31/12/23,20:57:49,Wheat,12.31,46.95,46.57,24245.34,Ideal,Low,High,Ideal,Consider installing a misting system or using organic mulch to raise humidity levels.
20/9/24,2:23:50,Jute,38.13,53.84,30.16,28940.3,High,Low,Low,Low,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Consider installing a misting system or using organic mulch to raise humidity levels. Increase irrigation frequency or use soil moisture-retention techniques. Adjust light exposure if possible or use supplementary lighting.
19/5/24,12:04:11,Jute,36.08,80.88,52.34,43699.39,Ideal,High,Ideal,Ideal,Conditions are within the ideal range.
4/11/23,12:58:25,Sugarcane,27.42,76.67,65.19,30474.69,Ideal,Ideal,Ideal,High,Conditions are within the ideal range.
5/7/24,18:31:01,Sugarcane,21.7,54.2,30.3,19422.25,Low,Low,Low,Low,Consider installing a misting system or using organic mulch to raise humidity levels. Increase irrigation frequency or use soil moisture-retention techniques. Adjust light exposure if possible or use supplementary lighting.
12/8/24,16:47:52,Jute,23.45,53.63,32.76,54162.59,Low,Low,Low,High,Consider installing a misting system or using organic mulch to raise humidity levels. Increase irrigation frequency or use soil moisture-retention techniques.
21/3/24,8:52:58,Sugarcane,20.87,70.4,35.59,27038.53,Low,Ideal,Low,Ideal,Increase irrigation frequency or use soil moisture-retention techniques.
10/1/24,2:53:35,Jute,20.36,51.12,46.52,27482.55,Low,Low,Ideal,Low,Consider installing a misting system or using organic mulch to raise humidity levels. Adjust light exposure if possible or use supplementary lighting.
29/9/23,8:19:43,Rice,36.27,99.71,78.25,8339.15,High,High,Ideal,Low,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Adjust light exposure if possible or use supplementary lighting.
8/5/24,12:55:50,Jute,41.96,58.8,40.65,52036.15,High,Low,Ideal,High,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Consider installing a misting system or using organic mulch to raise humidity levels.
27/4/24,14:10:25,Wheat,25.3,57.34,39.16,27590.86,High,Ideal,Ideal,High,Implement shade nets or use reflective mulch to reduce soil and air temperatures.
14/6/24,23:35:42,Jute,39.23,88.03,37.06,26664.82,High,High,Low,Low,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Increase irrigation frequency or use soil moisture-retention techniques. Adjust light exposure if possible or use supplementary lighting.
12/9/24,0:36:41,Potato,20.76,93.01,88.96,9143.93,Ideal,High,High,Ideal,Conditions are within the ideal range.
2/7/24,5:56:03,Potato,24.51,76.89,85.31,6594.67,High,Low,High,Low,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Consider installing a misting system or using organic mulch to raise humidity levels. Adjust light exposure if possible or use supplementary lighting.
8/2/24,23:37:34,Jute,25.96,58.73,58.28,46372.51,Ideal,Low,Ideal,Ideal,Consider installing a misting system or using organic mulch to raise humidity levels.
26/1/24,4:36:02,Jute,22.85,59.15,31.56,52553.08,Low,Low,Low,High,Consider installing a misting system or using organic mulch to raise humidity levels. Increase irrigation frequency or use soil moisture-retention techniques.
18/1/24,22:26:59,Wheat,19.96,52.02,30.01,20712.29,Ideal,Ideal,Ideal,Ideal,Conditions are within the ideal range.
26/5/24,1:09:34,Jute,41.85,82.63,44.84,45352.49,High,High,Ideal,Ideal,Implement shade nets or use reflective mulch to reduce soil and air temperatures.
20/8/24,5:04:43,Potato,23.13,73.16,86.8,6970.27,High,Low,High,Low,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Consider installing a misting system or using organic mulch to raise humidity levels. Adjust light exposure if possible or use supplementary lighting.
2/3/24,0:40:03,Sugarcane,38.07,55.66,30.61,18756.62,High,Low,Low,Low,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Consider installing a misting system or using organic mulch to raise humidity levels. Increase irrigation frequency or use soil moisture-retention techniques. Adjust light exposure if possible or use supplementary lighting.
5/12/23,7:39:16,Wheat,26.27,63.57,49.83,18307.86,High,High,High,Ideal,Implement shade nets or use reflective mulch to reduce soil and air temperatures.
11/6/24,21:45:08,Wheat,10.07,63.99,46.63,13497.8,Low,High,High,Low,Adjust light exposure if possible or use supplementary lighting.
16/3/24,18:20:21,Potato,16.2,76.13,85.4,7067.59,Low,Low,High,Low,Consider installing a misting system or using organic mulch to raise humidity levels. Adjust light exposure if possible or use supplementary lighting.
1/3/24,12:50:01,Rice,39.13,87.48,50.06,9293.72,High,Ideal,Low,Low,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Increase irrigation frequency or use soil moisture-retention techniques. Adjust light exposure if possible or use supplementary lighting.
2/11/23,3:02:46,Wheat,11.16,53.04,13.33,12245.19,Low,Ideal,Low,Low,Increase irrigation frequency or use soil moisture-retention techniques. Adjust light exposure if possible or use supplementary lighting.
31/7/24,2:04:35,Wheat,11.01,57.12,30.82,25507.09,Low,Ideal,Ideal,High,Conditions are within the ideal range.
8/4/24,23:46:04,Potato,19.51,93.8,85.27,15825.04,Ideal,High,High,High,Conditions are within the ideal range.
22/4/24,12:27:30,Wheat,18.42,42.88,11.74,19552.79,Ideal,Low,Low,Ideal,Consider installing a misting system or using organic mulch to raise humidity levels. Increase irrigation frequency or use soil moisture-retention techniques.
26/2/24,16:55:24,Rice,29.59,96.09,85.87,13881.94,Ideal,High,High,Ideal,Conditions are within the ideal range.
11/11/23,10:03:28,Potato,21.43,85.09,89.16,11236.47,Ideal,Ideal,High,Ideal,Conditions are within the ideal range.
31/7/24,14:10:40,Sugarcane,26.68,74.12,53.55,27463.56,Ideal,Ideal,Ideal,Ideal,Conditions are within the ideal range.
5/1/24,7:05:10,Wheat,10.2,46.53,17.92,12708.64,Low,Low,Low,Low,Consider installing a misting system or using organic mulch to raise humidity levels. Increase irrigation frequency or use soil moisture-retention techniques. Adjust light exposure if possible or use supplementary lighting.
13/3/24,11:08:29,Wheat,25.82,40.05,48.18,25954.69,High,Low,High,High,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Consider installing a misting system or using organic mulch to raise humidity levels.
20/4/24,11:59:05,Sugarcane,21.12,50.8,77.81,31680.76,Low,Low,High,High,Consider installing a misting system or using organic mulch to raise humidity levels.
4/7/24,3:23:54,Sugarcane,32.39,80.73,30.2,31821.18,Ideal,High,Low,High,Increase irrigation frequency or use soil moisture-retention techniques.
2/7/24,5:59:09,Wheat,21.79,48.26,46.1,14266.92,Ideal,Low,High,Low,Consider installing a misting system or using organic mulch to raise humidity levels. Adjust light exposure if possible or use supplementary lighting.
2/1/24,17:42:07,Potato,22.99,83.15,89.65,6529.13,High,Ideal,High,Low,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Adjust light exposure if possible or use supplementary lighting.
25/4/24,17:20:46,Jute,21.77,50.36,30.69,53087.08,Low,Low,Low,High,Consider installing a misting system or using organic mulch to raise humidity levels. Increase irrigation frequency or use soil moisture-retention techniques.
20/8/24,20:43:55,Wheat,13.8,67.12,16.13,12190.57,Ideal,High,Low,Low,Increase irrigation frequency or use soil moisture-retention techniques. Adjust light exposure if possible or use supplementary lighting.
2/2/24,2:32:57,Wheat,22,62.29,30.01,23156.54,Ideal,High,Ideal,Ideal,Conditions are within the ideal range.
14/3/24,13:33:55,Jute,23.95,60.49,61.32,27388.77,Low,Ideal,High,Low,Adjust light exposure if possible or use supplementary lighting.
2/3/24,18:22:11,Potato,18.64,73.59,61.35,8530.25,Ideal,Low,Low,Ideal,Consider installing a misting system or using organic mulch to raise humidity levels. Increase irrigation frequency or use soil moisture-retention techniques.
9/6/24,18:46:23,Jute,31.23,73.41,68.02,28073.78,Ideal,Ideal,High,Low,Adjust light exposure if possible or use supplementary lighting.
18/5/24,13:52:59,Potato,16.27,81.02,72.49,10347.21,Low,Ideal,Ideal,Ideal,Conditions are within the ideal range.
14/9/24,9:12:38,Rice,27.3,65.09,86.51,8553.19,Ideal,Low,High,Low,Consider installing a misting system or using organic mulch to raise humidity levels. Adjust light exposure if possible or use supplementary lighting.
1/6/24,10:51:21,Jute,31.38,77.7,65.25,54228.74,Ideal,Ideal,High,High,Conditions are within the ideal range.
24/9/23,12:25:20,Potato,18.07,83.64,68.25,7786.45,Ideal,Ideal,Low,Low,Increase irrigation frequency or use soil moisture-retention techniques. Adjust light exposure if possible or use supplementary lighting.
27/8/24,23:23:29,Wheat,10.89,43.03,21.49,14318.39,Low,Low,Ideal,Low,Consider installing a misting system or using organic mulch to raise humidity levels. Adjust light exposure if possible or use supplementary lighting.
13/12/23,1:11:41,Jute,26,62.53,37.71,47346.31,Ideal,Ideal,Low,Ideal,Increase irrigation frequency or use soil moisture-retention techniques.
17/7/24,7:03:48,Jute,21.82,68.98,67.31,54777.93,Low,Ideal,High,High,Conditions are within the ideal range.
28/8/24,8:59:38,Rice,24.33,91.37,66.58,17129.94,Low,High,Ideal,Ideal,Conditions are within the ideal range.
7/1/24,9:21:26,Potato,15.94,94.9,70.39,10373.11,Low,High,Ideal,Ideal,Conditions are within the ideal range.
29/1/24,0:58:14,Wheat,10.72,50.49,10.81,12424.88,Low,Ideal,Low,Low,Increase irrigation frequency or use soil moisture-retention techniques. Adjust light exposure if possible or use supplementary lighting.
13/7/24,6:21:01,Sugarcane,37.54,68.92,72.64,32654.98,High,Ideal,High,High,Implement shade nets or use reflective mulch to reduce soil and air temperatures.
1/5/24,17:56:00,Sugarcane,22.84,89.32,39.59,32736.46,Low,High,Low,High,Increase irrigation frequency or use soil moisture-retention techniques.
30/11/23,2:13:35,Sugarcane,37.97,69.09,67.2,18056.69,High,Ideal,Ideal,Low,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Adjust light exposure if possible or use supplementary lighting.
3/1/24,12:35:19,Potato,16.33,70.98,66.92,15947.91,Low,Low,Low,High,Consider installing a misting system or using organic mulch to raise humidity levels. Increase irrigation frequency or use soil moisture-retention techniques.
13/11/23,14:08:14,Sugarcane,31.97,52.88,30.89,22761.87,Ideal,Low,Low,Ideal,Consider installing a misting system or using organic mulch to raise humidity levels. Increase irrigation frequency or use soil moisture-retention techniques.
2/11/23,13:52:15,Sugarcane,24.19,53.04,76.45,23125.24,Low,Low,High,Ideal,Consider installing a misting system or using organic mulch to raise humidity levels.
8/4/24,17:27:48,Potato,16.57,75.71,85.21,16447.45,Low,Low,High,High,Consider installing a misting system or using organic mulch to raise humidity levels.
21/10/23,19:37:53,Rice,24.86,92.76,81.95,16897.75,Low,High,High,Ideal,Conditions are within the ideal range.
13/7/24,20:42:28,Sugarcane,39.05,63.68,79.86,25592.99,High,Ideal,High,Ideal,Implement shade nets or use reflective mulch to reduce soil and air temperatures.
4/10/23,18:02:49,Rice,39.54,62.68,52.15,14856.23,High,Low,Low,Ideal,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Consider installing a misting system or using organic mulch to raise humidity levels. Increase irrigation frequency or use soil moisture-retention techniques.
15/5/24,14:18:28,Wheat,11.15,66.95,20.08,13904.08,Low,High,Ideal,Low,Adjust light exposure if possible or use supplementary lighting.
9/9/24,5:18:59,Rice,21.17,67.78,82.68,21304.01,Low,Low,High,High,Consider installing a misting system or using organic mulch to raise humidity levels.
27/5/24,15:17:18,Potato,23.42,93.87,61.56,15637.02,High,High,Low,High,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Increase irrigation frequency or use soil moisture-retention techniques.
19/3/24,18:23:59,Jute,41.81,54.52,50.8,29779.78,High,Low,Ideal,Low,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Consider installing a misting system or using organic mulch to raise humidity levels. Adjust light exposure if possible or use supplementary lighting.
11/1/24,9:57:38,Jute,40.65,83.21,54.41,25952.98,High,High,Ideal,Low,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Adjust light exposure if possible or use supplementary lighting.
2/8/24,5:56:42,Sugarcane,35.59,70.91,33.39,23385.3,High,Ideal,Low,Ideal,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Increase irrigation frequency or use soil moisture-retention techniques.
17/12/23,17:45:52,Jute,29.52,58.08,69.69,53687.08,Ideal,Low,High,High,Consider installing a misting system or using organic mulch to raise humidity levels.
7/8/24,13:13:34,Potato,15.48,89.57,62.37,16326.65,Low,Ideal,Low,High,Increase irrigation frequency or use soil moisture-retention techniques.
21/5/24,5:49:26,Sugarcane,20.34,54.16,44.05,20432.23,Low,Low,Ideal,Ideal,Consider installing a misting system or using organic mulch to raise humidity levels.
21/9/23,9:29:37,Rice,21.64,84.73,59.72,15459.75,Low,Ideal,Low,Ideal,Increase irrigation frequency or use soil moisture-retention techniques.
24/7/24,14:23:20,Jute,21.26,84.41,64.53,54252.19,Low,High,High,High,Conditions are within the ideal range.
10/10/23,5:54:25,Wheat,11.29,52.03,39.42,19169.33,Low,Ideal,Ideal,Ideal,Conditions are within the ideal range.
7/7/24,9:47:00,Jute,27.43,57.7,39.25,28316.28,Ideal,Low,Low,Low,Consider installing a misting system or using organic mulch to raise humidity levels. Increase irrigation frequency or use soil moisture-retention techniques. Adjust light exposure if possible or use supplementary lighting.
23/11/23,14:20:12,Wheat,24.04,58.8,33.73,25741.92,Ideal,Ideal,Ideal,High,Conditions are within the ideal range.
27/10/23,11:58:33,Potato,20.25,92.25,84.91,6631.4,Ideal,High,Ideal,Low,Adjust light exposure if possible or use supplementary lighting.
24/2/24,1:46:50,Jute,41.44,55.87,40.08,54349.63,High,Low,Ideal,High,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Consider installing a misting system or using organic mulch to raise humidity levels.
4/12/23,20:43:29,Wheat,10.5,61.58,17.6,13596.22,Low,High,Low,Low,Increase irrigation frequency or use soil moisture-retention techniques. Adjust light exposure if possible or use supplementary lighting.
18/12/23,16:53:24,Potato,15.3,92.36,80.53,9547.16,Low,High,Ideal,Ideal,Conditions are within the ideal range.
3/12/23,14:14:50,Potato,18.87,94.68,89.4,11600.56,Ideal,High,High,Ideal,Conditions are within the ideal range.
10/4/24,5:45:41,Sugarcane,20.53,69.02,32.41,28701.66,Low,Ideal,Low,Ideal,Increase irrigation frequency or use soil moisture-retention techniques.
24/5/24,4:56:20,Rice,22.11,61.13,83.47,18834.93,Low,Low,High,Ideal,Consider installing a misting system or using organic mulch to raise humidity levels.
30/8/24,20:26:03,Sugarcane,29.12,69.59,79.54,19091.08,Ideal,Ideal,High,Low,Adjust light exposure if possible or use supplementary lighting.
15/12/23,3:39:45,Sugarcane,26.78,82.92,34.4,19527.63,Ideal,High,Low,Low,Increase irrigation frequency or use soil moisture-retention techniques. Adjust light exposure if possible or use supplementary lighting.
19/8/24,15:34:27,Wheat,12.93,61.34,47.47,27645.03,Ideal,High,High,High,Conditions are within the ideal range.
24/9/23,12:15:38,Jute,25.07,51.3,40.77,35304.99,Ideal,Low,Ideal,Ideal,Consider installing a misting system or using organic mulch to raise humidity levels.
5/3/24,18:07:12,Potato,15.13,87.03,86.5,13313.81,Low,Ideal,High,Ideal,Conditions are within the ideal range.
2/3/24,13:33:58,Potato,23.15,92.87,86.57,12840.7,High,High,High,Ideal,Implement shade nets or use reflective mulch to reduce soil and air temperatures.
20/2/24,6:43:02,Potato,19.51,93.89,60.93,16202.98,Ideal,High,Low,High,Increase irrigation frequency or use soil moisture-retention techniques.
29/2/24,17:37:09,Potato,16.85,91.4,85.82,14121.77,Low,High,High,Ideal,Conditions are within the ideal range.
8/6/24,0:29:53,Potato,23.02,94.17,64.43,11461.9,High,High,Low,Ideal,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Increase irrigation frequency or use soil moisture-retention techniques.
13/2/24,18:06:25,Potato,23.32,91.55,61.38,7926.4,High,High,Low,Low,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Increase irrigation frequency or use soil moisture-retention techniques. Adjust light exposure if possible or use supplementary lighting.
26/12/23,1:59:55,Sugarcane,39.67,73.3,56.07,18283.61,High,Ideal,Ideal,Low,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Adjust light exposure if possible or use supplementary lighting.
11/11/23,21:18:18,Rice,35,93.55,57.26,20288.49,High,High,Low,High,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Increase irrigation frequency or use soil moisture-retention techniques.
3/3/24,23:06:47,Wheat,25.65,66.1,34.69,26364.85,High,High,Ideal,High,Implement shade nets or use reflective mulch to reduce soil and air temperatures.
20/6/24,4:08:32,Wheat,15.41,56.92,32.6,21987.08,Ideal,Ideal,Ideal,Ideal,Conditions are within the ideal range.
19/4/24,20:27:40,Potato,19.02,93.63,60.97,10707,Ideal,High,Low,Ideal,Increase irrigation frequency or use soil moisture-retention techniques.
28/12/23,3:53:37,Wheat,10.53,43.46,30.64,12922.24,Low,Low,Ideal,Low,Consider installing a misting system or using organic mulch to raise humidity levels. Adjust light exposure if possible or use supplementary lighting.
19/2/24,13:38:45,Jute,35.32,52.95,42.5,36463.52,Ideal,Low,Ideal,Ideal,Consider installing a misting system or using organic mulch to raise humidity levels.
2/12/23,18:31:01,Wheat,11.47,46.21,10.86,27951.5,Low,Low,Low,High,Consider installing a misting system or using organic mulch to raise humidity levels. Increase irrigation frequency or use soil moisture-retention techniques.
27/2/24,3:58:26,Sugarcane,39.64,73.81,75.37,18338.37,High,Ideal,High,Low,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Adjust light exposure if possible or use supplementary lighting.
23/8/24,16:46:15,Sugarcane,25.33,83.89,74.64,19631.36,Ideal,High,High,Low,Adjust light exposure if possible or use supplementary lighting.
16/6/24,8:20:07,Wheat,23.32,43.55,37.69,13587.85,Ideal,Low,Ideal,Low,Consider installing a misting system or using organic mulch to raise humidity levels. Adjust light exposure if possible or use supplementary lighting.
6/10/23,18:23:00,Potato,15.92,83.99,85.86,8174.5,Low,Ideal,High,Ideal,Conditions are within the ideal range.
30/9/23,8:57:32,Sugarcane,38.49,79.58,39.11,31530.15,High,Ideal,Low,High,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Increase irrigation frequency or use soil moisture-retention techniques.
28/9/23,11:28:00,Sugarcane,27.08,60.29,44.75,19872.87,Ideal,Ideal,Ideal,Low,Adjust light exposure if possible or use supplementary lighting.
8/4/24,18:57:10,Sugarcane,21.18,80.44,76.62,19889.3,Low,High,High,Low,Adjust light exposure if possible or use supplementary lighting.
3/9/24,21:25:49,Potato,22.04,90.3,73.23,9628.03,High,High,Ideal,Ideal,Implement shade nets or use reflective mulch to reduce soil and air temperatures.
22/6/24,1:48:22,Potato,22.33,76.37,76.28,14881.05,High,Low,Ideal,Ideal,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Consider installing a misting system or using organic mulch to raise humidity levels.
18/1/24,8:44:28,Rice,21.71,96.8,68.79,14902.68,Low,High,Ideal,Ideal,Conditions are within the ideal range.
22/3/24,11:55:50,Potato,19.45,92.05,75.57,7213.88,Ideal,High,Ideal,Low,Adjust light exposure if possible or use supplementary lighting.
25/9/23,21:29:48,Potato,21.6,76.19,86.47,14975.12,Ideal,Low,High,Ideal,Consider installing a misting system or using organic mulch to raise humidity levels.
15/11/23,21:41:41,Wheat,12.91,57.07,25.28,21846.25,Ideal,Ideal,Ideal,Ideal,Conditions are within the ideal range.
20/12/23,6:35:51,Rice,33.61,68.21,80.39,20365.32,Ideal,Low,High,High,Consider installing a misting system or using organic mulch to raise humidity levels.
23/11/23,3:14:33,Potato,24.96,83.15,75.89,7636.09,High,Ideal,Ideal,Low,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Adjust light exposure if possible or use supplementary lighting.
28/7/24,16:58:31,Jute,21.56,67.69,57.72,25350.72,Low,Ideal,Ideal,Low,Adjust light exposure if possible or use supplementary lighting.
1/11/23,9:33:31,Potato,17.25,83.77,62.02,6871.69,Low,Ideal,Low,Low,Increase irrigation frequency or use soil moisture-retention techniques. Adjust light exposure if possible or use supplementary lighting.
24/5/24,8:47:17,Rice,30.13,82.69,50.16,20937.19,Ideal,Ideal,Low,High,Increase irrigation frequency or use soil moisture-retention techniques.
15/4/24,4:01:25,Wheat,10.94,50.04,13.63,17599.37,Low,Ideal,Low,Ideal,Increase irrigation frequency or use soil moisture-retention techniques.
4/9/24,10:31:56,Sugarcane,23.36,71.85,79.95,30123.53,Low,Ideal,High,High,Conditions are within the ideal range.
26/12/23,16:12:24,Rice,33.07,77.89,88.19,19120.68,Ideal,Ideal,High,Ideal,Conditions are within the ideal range.
29/12/23,14:35:43,Wheat,25.35,59.47,49.68,13084.03,High,Ideal,High,Low,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Adjust light exposure if possible or use supplementary lighting.
10/4/24,11:55:14,Jute,30.41,59.3,54.18,36215.68,Ideal,Low,Ideal,Ideal,Consider installing a misting system or using organic mulch to raise humidity levels.
22/7/24,16:45:50,Potato,17.9,90.62,75.03,6856.84,Low,High,Ideal,Low,Adjust light exposure if possible or use supplementary lighting.
17/10/23,11:43:19,Potato,23.53,77.98,78.66,7417.2,High,Low,Ideal,Low,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Consider installing a misting system or using organic mulch to raise humidity levels. Adjust light exposure if possible or use supplementary lighting.
21/3/24,4:17:09,Sugarcane,39.14,79.76,71.77,30679.05,High,Ideal,High,High,Implement shade nets or use reflective mulch to reduce soil and air temperatures.
13/6/24,16:48:51,Sugarcane,24.44,72.45,71.75,32428.77,Low,Ideal,High,High,Conditions are within the ideal range.
7/8/24,11:45:53,Potato,24.45,79.03,79.38,7764.65,High,Low,Ideal,Low,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Consider installing a misting system or using organic mulch to raise humidity levels. Adjust light exposure if possible or use supplementary lighting.
11/8/24,0:47:13,Rice,20.46,90.13,62.97,10723.16,Low,High,Ideal,Ideal,Conditions are within the ideal range.
19/11/23,21:56:21,Jute,22.88,75.3,55.08,26431,Low,Ideal,Ideal,Low,Adjust light exposure if possible or use supplementary lighting.
13/12/23,15:57:00,Wheat,10.14,44.91,46.2,12590.21,Low,Low,High,Low,Consider installing a misting system or using organic mulch to raise humidity levels. Adjust light exposure if possible or use supplementary lighting.
11/12/23,0:37:39,Sugarcane,33.88,89.72,37.12,30066.19,Ideal,High,Low,High,Increase irrigation frequency or use soil moisture-retention techniques.
5/2/24,3:20:09,Wheat,19.7,65.13,28.18,22787.47,Ideal,High,Ideal,Ideal,Conditions are within the ideal range.
19/6/24,7:38:44,Jute,30.31,59.09,35.94,26854.94,Ideal,Low,Low,Low,Consider installing a misting system or using organic mulch to raise humidity levels. Increase irrigation frequency or use soil moisture-retention techniques. Adjust light exposure if possible or use supplementary lighting.
30/9/23,11:41:20,Rice,33.44,93.67,68.81,8137.44,Ideal,High,Ideal,Low,Adjust light exposure if possible or use supplementary lighting.
7/6/24,10:58:35,Rice,37.17,67.31,80.01,8403.52,High,Low,High,Low,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Consider installing a misting system or using organic mulch to raise humidity levels. Adjust light exposure if possible or use supplementary lighting.
11/7/24,4:34:05,Rice,31.44,88.85,80.75,8573.26,Ideal,Ideal,High,Low,Adjust light exposure if possible or use supplementary lighting.
8/10/23,10:29:00,Potato,19.46,87.41,86.82,16063.03,Ideal,Ideal,High,High,Conditions are within the ideal range.
19/12/23,4:32:40,Wheat,27.7,68.08,43.77,12031.99,High,High,High,Low,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Adjust light exposure if possible or use supplementary lighting.
20/5/24,15:47:53,Potato,22.43,83.4,68.43,6904.97,High,Ideal,Low,Low,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Increase irrigation frequency or use soil moisture-retention techniques. Adjust light exposure if possible or use supplementary lighting.
23/5/24,14:17:06,Sugarcane,37.96,51.78,53.95,29422.8,High,Low,Ideal,Ideal,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Consider installing a misting system or using organic mulch to raise humidity levels.
23/10/23,12:10:55,Sugarcane,32.51,82.1,38.28,28022.26,Ideal,High,Low,Ideal,Increase irrigation frequency or use soil moisture-retention techniques.
17/9/24,19:02:45,Potato,18.44,75.51,63.34,6097.41,Ideal,Low,Low,Low,Consider installing a misting system or using organic mulch to raise humidity levels. Increase irrigation frequency or use soil moisture-retention techniques. Adjust light exposure if possible or use supplementary lighting.
8/5/24,12:00:59,Rice,30.77,60.75,59.58,21448.92,Ideal,Low,Low,High,Consider installing a misting system or using organic mulch to raise humidity levels. Increase irrigation frequency or use soil moisture-retention techniques.
2/4/24,3:25:29,Potato,23.41,90.24,87.9,7397.54,High,High,High,Low,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Adjust light exposure if possible or use supplementary lighting.
11/3/24,19:21:09,Jute,21.93,50.7,61.16,26323.03,Low,Low,High,Low,Consider installing a misting system or using organic mulch to raise humidity levels. Adjust light exposure if possible or use supplementary lighting.
28/7/24,11:44:56,Rice,27.05,60.36,84.65,8623.33,Ideal,Low,High,Low,Consider installing a misting system or using organic mulch to raise humidity levels. Adjust light exposure if possible or use supplementary lighting.
29/3/24,9:41:51,Rice,23.13,72.37,73.71,8382.36,Low,Ideal,Ideal,Low,Adjust light exposure if possible or use supplementary lighting.
14/1/24,10:15:01,Rice,28.49,65.16,85.18,21357.79,Ideal,Low,High,High,Consider installing a misting system or using organic mulch to raise humidity levels.
7/1/24,4:41:43,Potato,23.26,79.81,64.35,16328.56,High,Low,Low,High,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Consider installing a misting system or using organic mulch to raise humidity levels. Increase irrigation frequency or use soil moisture-retention techniques.
19/1/24,22:15:27,Jute,22.51,63.82,66.7,28179.26,Low,Ideal,High,Low,Adjust light exposure if possible or use supplementary lighting.
23/9/23,12:34:34,Sugarcane,27.35,81.57,34.02,18593.55,Ideal,High,Low,Low,Increase irrigation frequency or use soil moisture-retention techniques. Adjust light exposure if possible or use supplementary lighting.
